[[73 27]
 [31 69]]
[[64 36]
 [22 78]]
[[70 30]
 [29 71]]
[[66 34]
 [25 75]]
[[63 37]
 [22 78]]
[[62 38]
 [25 75]]
[[58 42]
 [25 75]]
[[65 35]
 [35 65]]
[[63 37]
 [33 67]]
[[52 48]
 [21 79]]
[[60 40]
 [33 67]]
[[51 49]
 [23 77]]
[[66 34]
 [40 60]]
[[49 51]
 [23 77]]
[[92  8]
 [62 38]]
[[53 47]
 [29 71]]
[[47 53]
 [23 77]]
[[45 55]
 [22 78]]
[[66 34]
 [46 54]]
[[43 57]
 [22 78]]
[[43 57]
 [22 78]]
[[48 52]
 [29 71]]
[[35 65]
 [18 82]]
[[36 64]
 [20 80]]
[[38 62]
 [23 77]]
