[[216  21]
 [198  39]]
[[213  24]
 [201  36]]
[[206  31]
 [199  38]]
[[210  27]
 [202  35]]
[[219  18]
 [206  31]]
[[204  33]
 [200  37]]
[[224  13]
 [208  29]]
[[208  29]
 [202  35]]
[[204  33]
 [203  34]]
[[211  26]
 [206  31]]
[[223  14]
 [212  25]]
[[201  36]
 [205  32]]
[[222  15]
 [213  24]]
[[207  30]
 [208  29]]
[[207  30]
 [208  29]]
[[223  14]
 [214  23]]
[[206  31]
 [208  29]]
[[203  34]
 [208  29]]
[[202  35]
 [208  29]]
[[227  10]
 [218  19]]
[[222  15]
 [217  20]]
[[208  29]
 [215  22]]
[[205  32]
 [216  21]]
[[199  38]
 [215  22]]
[[208  29]
 [220  17]]
