[[125  25]
 [ 45 105]]
[[139  11]
 [ 58  92]]
[[134  16]
 [ 55  95]]
[[119  31]
 [ 42 108]]
[[117  33]
 [ 41 109]]
[[132  18]
 [ 61  89]]
[[123  27]
 [ 57  93]]
[[145   5]
 [ 77  73]]
[[144   6]
 [ 77  73]]
[[144   6]
 [ 77  73]]
[[143   7]
 [ 78  72]]
[[143   7]
 [ 80  70]]
[[141   9]
 [ 80  70]]
[[142   8]
 [ 89  61]]
[[147   3]
 [112  38]]
[[146   4]
 [117  33]]
[[147   3]
 [121  29]]
[[147   3]
 [121  29]]
[[147   3]
 [122  28]]
[[145   5]
 [122  28]]
[[149   1]
 [126  24]]
[[150   0]
 [128  22]]
[[150   0]
 [128  22]]
[[149   1]
 [136  14]]
[[149   1]
 [136  14]]
