[[137  13]
 [ 56  94]]
[[135  15]
 [ 57  93]]
[[131  19]
 [ 54  96]]
[[133  17]
 [ 58  92]]
[[124  26]
 [ 51  99]]
[[124  26]
 [ 53  97]]
[[121  29]
 [ 51  99]]
[[121  29]
 [ 51  99]]
[[112  38]
 [ 46 104]]
[[119  31]
 [ 54  96]]
[[119  31]
 [ 58  92]]
[[138  12]
 [ 75  75]]
[[135  15]
 [ 76  74]]
[[141   9]
 [ 97  53]]
[[141   9]
 [ 98  52]]
[[143   7]
 [105  45]]
[[147   3]
 [112  38]]
[[147   3]
 [112  38]]
[[147   3]
 [112  38]]
[[148   2]
 [114  36]]
[[148   2]
 [116  34]]
[[147   3]
 [118  32]]
[[147   3]
 [118  32]]
[[148   2]
 [122  28]]
[[148   2]
 [122  28]]
