[0, 0, 0, 0], 0.7359307359307359
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[3, 3, 3, 3], 0.7247706422018348
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.6701030927835051
[6, 6, 6, 6], 0.6824644549763034
[7, 7, 7, 7], 0.6632124352331606
[8, 8, 8, 8], 0.7058823529411765
[9, 9, 9, 9], 0.6987951807228916
[10, 10, 10, 10], 0.7037037037037037
[11, 11, 11, 11], 0.6898954703832753
[12, 12, 12, 12], 0.7381974248927039
[13, 13, 13, 13], 0.7028985507246377
[14, 14, 14, 14], 0.6524064171122995
[15, 15, 15, 15], 0.7175572519083969
[16, 16, 16, 16], 0.702928870292887
[17, 17, 17, 17], 0.7359307359307359
[18, 18, 18, 18], 0.7214611872146118
[19, 19, 19, 19], 0.7257383966244726
