[[330 170]
 [136 364]]
[[311 189]
 [126 374]]
[[285 215]
 [100 400]]
[[285 215]
 [100 400]]
[[309 191]
 [128 372]]
[[294 206]
 [112 388]]
[[286 214]
 [103 397]]
[[300 200]
 [120 380]]
[[305 195]
 [127 373]]
[[303 197]
 [126 374]]
[[302 198]
 [125 375]]
[[276 224]
 [102 398]]
[[286 214]
 [115 385]]
[[273 227]
 [101 399]]
[[273 227]
 [101 399]]
[[297 203]
 [130 370]]
[[280 220]
 [111 389]]
[[287 213]
 [127 373]]
[[400 100]
 [245 255]]
[[218 282]
 [ 64 436]]
[[393 107]
 [249 251]]
[[232 268]
 [ 92 408]]
[[418  82]
 [290 210]]
[[187 313]
 [ 49 451]]
[[165 335]
 [ 42 458]]
