[4, 4, 4, 4], 0.7118228468869283
[2, 2, 3, 2], 0.7092731829573935
[1, 1, 1, 1], 0.7049926248156204
[17, 14, 6, 8], 0.7023133782386034
[0, 0, 0, 0], 0.6997297567811029
[3, 3, 2, 3], 0.6995192307692308
[9, 11, 5, 5], 0.6791979949874687
[10, 7, 14, 14], 0.6767676767676768
[5, 6, 12, 11], 0.6549913747843696
[14, 18, 8, 19], 0.6542999574137629
[16, 16, 10, 15], 0.648735447611401
[8, 19, 16, 10], 0.6410093971069581
[13, 15, 11, 6], 0.45361826129188926
[19, 17, 15, 17], 0.45114242545712435
[12, 8, 13, 13], 0.4479205005520795
[15, 5, 18, 18], 0.444698703279939
[6, 13, 19, 9], 0.4233836339099497
[18, 12, 7, 12], 0.4165398274987316
[11, 10, 9, 16], 0.414091993597294
[7, 9, 17, 7], 0.3839045051983057
