[0, 0, 0, 0], 0.9413680781758957
[4, 5, 5, 5], 0.9332247557003257
[1, 1, 1, 1], 0.9299674267100977
[5, 4, 4, 4], 0.9283387622149837
[8, 8, 8, 7], 0.9218241042345277
[2, 2, 2, 2], 0.9218241042345277
[9, 9, 9, 9], 0.9153094462540716
[6, 6, 6, 6], 0.9136807817589576
[7, 7, 7, 8], 0.9120521172638436
[3, 3, 3, 3], 0.9104234527687296
[16, 12, 14, 10], 0.9055374592833876
[17, 19, 17, 15], 0.8973941368078175
[14, 15, 12, 12], 0.8762214983713354
[10, 17, 16, 13], 0.8745928338762216
[15, 14, 13, 18], 0.8469055374592834
[19, 18, 18, 14], 0.8420195439739414
[18, 11, 10, 11], 0.8387622149837134
[12, 10, 19, 16], 0.8355048859934854
[11, 16, 15, 19], 0.8127035830618893
[13, 13, 11, 17], 0.8045602605863192
