[[121  29]
 [ 42 108]]
[[122  28]
 [ 48 102]]
[[123  27]
 [ 58  92]]
[[124  26]
 [ 59  91]]
[[119  31]
 [ 59  91]]
[[119  31]
 [ 59  91]]
[[142   8]
 [ 78  72]]
[[139  11]
 [ 77  73]]
[[140  10]
 [ 84  66]]
[[141   9]
 [ 87  63]]
[[134  16]
 [ 82  68]]
[[142   8]
 [ 92  58]]
[[129  21]
 [ 83  67]]
[[145   5]
 [ 96  54]]
[[140  10]
 [ 96  54]]
[[140  10]
 [104  46]]
[[145   5]
 [111  39]]
[[132  18]
 [106  44]]
[[132  18]
 [106  44]]
[[141   9]
 [112  38]]
[[141   9]
 [113  37]]
[[143   7]
 [115  35]]
[[145   5]
 [122  28]]
[[145   5]
 [127  23]]
[[147   3]
 [137  13]]
