[[136  14]
 [ 77  73]]
[[135  15]
 [ 77  73]]
[[145   5]
 [ 97  53]]
[[144   6]
 [100  50]]
[[143   7]
 [106  44]]
[[146   4]
 [110  40]]
[[143   7]
 [113  37]]
[[141   9]
 [115  35]]
[[146   4]
 [120  30]]
[[146   4]
 [122  28]]
[[142   8]
 [127  23]]
[[147   3]
 [129  21]]
[[145   5]
 [131  19]]
[[145   5]
 [133  17]]
[[145   5]
 [133  17]]
[[147   3]
 [134  16]]
[[147   3]
 [135  15]]
[[148   2]
 [136  14]]
[[147   3]
 [136  14]]
[[146   4]
 [136  14]]
[[148   2]
 [138  12]]
[[150   0]
 [142   8]]
[[149   1]
 [142   8]]
[[149   1]
 [142   8]]
[[149   1]
 [143   7]]
