[[127  23]
 [ 50 100]]
[[133  17]
 [ 62  88]]
[[137  13]
 [ 71  79]]
[[137  13]
 [ 80  70]]
[[140  10]
 [ 84  66]]
[[143   7]
 [ 89  61]]
[[144   6]
 [ 96  54]]
[[143   7]
 [ 96  54]]
[[140  10]
 [ 95  55]]
[[144   6]
 [ 99  51]]
[[141   9]
 [100  50]]
[[145   5]
 [104  46]]
[[144   6]
 [105  45]]
[[146   4]
 [108  42]]
[[149   1]
 [110  40]]
[[145   5]
 [115  35]]
[[145   5]
 [115  35]]
[[148   2]
 [118  32]]
[[149   1]
 [119  31]]
[[145   5]
 [121  29]]
[[146   4]
 [123  27]]
[[146   4]
 [123  27]]
[[148   2]
 [127  23]]
[[150   0]
 [136  14]]
[[150   0]
 [138  12]]
