[[135  15]
 [ 61  89]]
[[127  23]
 [ 54  96]]
[[130  20]
 [ 57  93]]
[[133  17]
 [ 69  81]]
[[137  13]
 [ 74  76]]
[[137  13]
 [ 74  76]]
[[138  12]
 [ 82  68]]
[[133  17]
 [ 83  67]]
[[140  10]
 [ 88  62]]
[[140  10]
 [ 89  61]]
[[141   9]
 [101  49]]
[[142   8]
 [105  45]]
[[141   9]
 [105  45]]
[[144   6]
 [115  35]]
[[144   6]
 [115  35]]
[[141   9]
 [116  34]]
[[141   9]
 [116  34]]
[[144   6]
 [120  30]]
[[148   2]
 [125  25]]
[[145   5]
 [125  25]]
[[147   3]
 [129  21]]
[[146   4]
 [130  20]]
[[146   4]
 [133  17]]
[[148   2]
 [139  11]]
[[147   3]
 [139  11]]
