[[135  15]
 [ 91  59]]
[[138  12]
 [101  49]]
[[143   7]
 [104  46]]
[[140  10]
 [104  46]]
[[142   8]
 [107  43]]
[[140  10]
 [108  42]]
[[148   2]
 [113  37]]
[[140  10]
 [109  41]]
[[141   9]
 [111  39]]
[[146   4]
 [117  33]]
[[146   4]
 [119  31]]
[[145   5]
 [120  30]]
[[145   5]
 [121  29]]
[[145   5]
 [122  28]]
[[146   4]
 [123  27]]
[[146   4]
 [125  25]]
[[145   5]
 [125  25]]
[[147   3]
 [126  24]]
[[145   5]
 [126  24]]
[[145   5]
 [126  24]]
[[146   4]
 [130  20]]
[[147   3]
 [134  16]]
[[146   4]
 [134  16]]
[[147   3]
 [139  11]]
[[147   3]
 [144   6]]
