[0, 0, 0, 0], 0.6692848284415047
[1, 1, 1, 1], 0.641701649776732
[2, 2, 2, 2], 0.6818555008210181
[3, 3, 3, 3], 0.6975501562657526
[4, 4, 4, 4], 0.6977381592766208
[5, 5, 5, 5], 0.6222709073052807
[6, 6, 6, 6], 0.6949923748093703
[7, 7, 7, 7], 0.6689669221562986
[8, 8, 8, 8], 0.6862030569895738
[9, 9, 9, 9], 0.6814884097171314
[10, 10, 10, 10], 0.6884735202492211
[11, 11, 11, 11], 0.6731615336266499
[12, 12, 12, 12], 0.4326506437233081
[13, 13, 13, 13], 0.5743352535543006
[14, 14, 14, 14], 0.6843608306821314
[15, 15, 15, 15], 0.6666666666666666
[16, 16, 16, 16], 0.6578053576444751
[17, 17, 17, 17], 0.6884496539748206
[18, 18, 18, 18], 0.6665872826863539
[19, 19, 19, 19], 0.6531283166368979
