[1, 1, 1, 1], 0.9283387622149837
[0, 0, 0, 0], 0.9267100977198697
[8, 14, 18, 13], 0.9153094462540716
[4, 18, 8, 8], 0.9104234527687296
[11, 6, 14, 10], 0.9071661237785016
[5, 7, 10, 18], 0.8990228013029316
[17, 9, 13, 7], 0.8990228013029316
[13, 4, 4, 11], 0.8973941368078175
[18, 8, 9, 4], 0.8957654723127035
[3, 3, 2, 2], 0.8957654723127035
[9, 13, 5, 15], 0.8925081433224755
[16, 12, 6, 12], 0.8859934853420195
[15, 15, 7, 14], 0.8859934853420195
[2, 2, 3, 3], 0.8811074918566775
[10, 17, 12, 9], 0.8648208469055375
[7, 16, 17, 6], 0.8501628664495114
[6, 5, 16, 17], 0.8452768729641694
[12, 11, 11, 5], 0.8436482084690554
[14, 10, 15, 16], 0.8061889250814332
