[[205  32]
 [190  47]]
[[226  11]
 [201  36]]
[[213  24]
 [196  41]]
[[212  25]
 [196  41]]
[[216  21]
 [198  39]]
[[207  30]
 [196  41]]
[[208  29]
 [198  39]]
[[212  25]
 [200  37]]
[[209  28]
 [202  35]]
[[207  30]
 [202  35]]
[[209  28]
 [203  34]]
[[212  25]
 [205  32]]
[[204  33]
 [202  35]]
[[215  22]
 [208  29]]
[[207  30]
 [206  31]]
[[214  23]
 [209  28]]
[[206  31]
 [206  31]]
[[208  29]
 [209  28]]
[[207  30]
 [209  28]]
[[201  36]
 [210  27]]
[[213  24]
 [215  22]]
[[209  28]
 [215  22]]
[[210  27]
 [216  21]]
[[215  22]
 [218  19]]
[[206  31]
 [215  22]]
