[[65 35]
 [19 81]]
[[71 29]
 [26 74]]
[[70 30]
 [25 75]]
[[78 22]
 [33 67]]
[[81 19]
 [36 64]]
[[84 16]
 [39 61]]
[[75 25]
 [31 69]]
[[73 27]
 [30 70]]
[[74 26]
 [31 69]]
[[66 34]
 [23 77]]
[[73 27]
 [32 68]]
[[78 22]
 [37 63]]
[[63 37]
 [23 77]]
[[60 40]
 [20 80]]
[[59 41]
 [19 81]]
[[81 19]
 [42 58]]
[[79 21]
 [41 59]]
[[81 19]
 [44 56]]
[[84 16]
 [49 51]]
[[78 22]
 [45 55]]
[[57 43]
 [25 75]]
[[85 15]
 [54 46]]
[[79 21]
 [50 50]]
[[80 20]
 [53 47]]
[[91  9]
 [61 39]]
