[1, 1, 1, 1], 0.74235807860262
[25, 24, 25, 25], 0.7392996108949417
[6, 7, 8, 7], 0.7368421052631579
[0, 0, 0, 0], 0.7359307359307359
[8, 8, 9, 9], 0.7359307359307359
[19, 18, 12, 11], 0.7286245353159851
[3, 4, 4, 2], 0.7257383966244726
[32, 30, 33, 20], 0.7255813953488373
[29, 23, 31, 27], 0.7241379310344828
[30, 33, 22, 31], 0.7209302325581395
[5, 6, 5, 8], 0.7207207207207207
[21, 22, 34, 33], 0.7168141592920354
[10, 12, 17, 10], 0.7142857142857143
[12, 14, 13, 14], 0.7102803738317757
[26, 20, 24, 28], 0.7074235807860262
[23, 21, 30, 32], 0.7069767441860465
[13, 16, 16, 17], 0.703862660944206
[9, 9, 6, 5], 0.7012987012987013
[27, 25, 26, 21], 0.7004608294930875
[20, 31, 28, 24], 0.6978723404255319
[34, 32, 29, 26], 0.6976744186046512
[33, 26, 23, 34], 0.6970954356846473
[22, 27, 21, 29], 0.696078431372549
[17, 19, 18, 19], 0.6926829268292682
[14, 17, 14, 15], 0.6926406926406926
[28, 29, 32, 30], 0.6804979253112033
[11, 15, 10, 13], 0.6785714285714286
[18, 11, 11, 18], 0.676923076923077
[7, 5, 7, 6], 0.6701030927835051
[4, 3, 2, 4], 0.6699507389162561
[2, 2, 3, 3], 0.6526315789473685
[16, 13, 15, 16], 0.6526315789473685
[15, 10, 19, 12], 0.6442307692307693
[31, 34, 27, 22], 0.6424870466321243
[24, 28, 20, 23], 0.6274509803921569
