[[101  49]
 [ 37 113]]
[[134  16]
 [ 68  82]]
[[139  11]
 [ 75  75]]
[[124  26]
 [ 66  84]]
[[139  11]
 [ 80  70]]
[[138  12]
 [ 82  68]]
[[114  36]
 [ 63  87]]
[[138  12]
 [ 83  67]]
[[128  22]
 [ 76  74]]
[[130  20]
 [ 78  72]]
[[126  24]
 [ 75  75]]
[[135  15]
 [ 82  68]]
[[136  14]
 [ 83  67]]
[[139  11]
 [ 88  62]]
[[136  14]
 [ 87  63]]
[[143   7]
 [ 92  58]]
[[135  15]
 [ 87  63]]
[[124  26]
 [ 79  71]]
[[137  13]
 [ 93  57]]
[[144   6]
 [ 99  51]]
[[138  12]
 [103  47]]
[[146   4]
 [109  41]]
[[146   4]
 [109  41]]
[[146   4]
 [119  31]]
[[147   3]
 [121  29]]
