[1, 1, 1, 1], 0.7469879518072289
[2, 2, 2, 2], 0.7467811158798283
[0, 0, 0, 0], 0.7445887445887446
[3, 3, 3, 3], 0.7419354838709677
[4, 4, 4, 4], 0.7413793103448276
[10, 7, 5, 8], 0.6903914590747331
[15, 9, 11, 18], 0.6879432624113475
[12, 6, 19, 15], 0.6821705426356589
[14, 15, 10, 13], 0.6808510638297872
[9, 14, 12, 10], 0.6807017543859649
[18, 5, 16, 11], 0.6785714285714286
[5, 10, 14, 14], 0.6779661016949152
[19, 17, 18, 16], 0.6758620689655173
[7, 16, 15, 17], 0.6666666666666666
[8, 12, 8, 9], 0.6666666666666666
[16, 18, 17, 5], 0.6666666666666666
[13, 19, 9, 7], 0.6549295774647887
[11, 11, 7, 19], 0.6492537313432836
[17, 8, 13, 12], 0.6330275229357798
[6, 13, 6, 6], 0.49333333333333335
