[[72 28]
 [26 74]]
[[69 31]
 [23 77]]
[[60 40]
 [14 86]]
[[59 41]
 [13 87]]
[[67 33]
 [22 78]]
[[66 34]
 [24 76]]
[[67 33]
 [26 74]]
[[66 34]
 [25 75]]
[[82 18]
 [42 58]]
[[68 32]
 [29 71]]
[[74 26]
 [35 65]]
[[65 35]
 [26 74]]
[[56 44]
 [17 83]]
[[76 24]
 [38 62]]
[[74 26]
 [37 63]]
[[74 26]
 [37 63]]
[[55 45]
 [17 83]]
[[55 45]
 [18 82]]
[[62 38]
 [26 74]]
[[54 46]
 [18 82]]
[[75 25]
 [40 60]]
[[75 25]
 [42 58]]
[[73 27]
 [41 59]]
[[75 25]
 [47 53]]
[[79 21]
 [53 47]]
