[8, 8, 8, 8], 0.7565217391304347
[7, 7, 7, 7], 0.75
[4, 4, 4, 4], 0.749003984063745
[1, 1, 1, 1], 0.7470817120622568
[6, 6, 6, 6], 0.7459016393442623
[0, 0, 0, 0], 0.7445887445887446
[3, 3, 2, 3], 0.7431192660550459
[9, 9, 9, 9], 0.7430830039525692
[2, 2, 3, 2], 0.7426160337552743
[5, 5, 5, 5], 0.7404255319148936
[17, 18, 13, 15], 0.7309644670050761
[12, 10, 19, 13], 0.7289719626168224
[10, 16, 12, 17], 0.7024793388429752
[15, 13, 17, 11], 0.6854460093896714
[16, 12, 18, 10], 0.6464646464646465
[18, 15, 15, 18], 0.6428571428571429
[11, 19, 10, 19], 0.640625
[14, 14, 11, 12], 0.6270270270270271
[19, 17, 14, 16], 0.591715976331361
[13, 11, 16, 14], 0.5888888888888889
