[4, 4, 4, 4], 0.7538461538461538
[6, 6, 6, 6], 0.7523809523809524
[7, 7, 7, 7], 0.7457627118644068
[3, 3, 3, 3], 0.7445887445887446
[9, 9, 9, 9], 0.7389558232931727
[1, 1, 1, 1], 0.7330677290836654
[8, 8, 8, 8], 0.732824427480916
[2, 2, 2, 2], 0.7327586206896551
[5, 5, 5, 5], 0.7288888888888889
[0, 0, 0, 0], 0.7288135593220338
[11, 12, 13, 15], 0.7130434782608696
[19, 15, 11, 18], 0.7024390243902439
[12, 18, 12, 17], 0.6992481203007519
[15, 10, 19, 14], 0.6877828054298643
[16, 16, 18, 19], 0.6804123711340206
[10, 19, 15, 10], 0.6794258373205742
[13, 11, 14, 16], 0.6781115879828327
[17, 17, 10, 12], 0.6758620689655173
[14, 13, 17, 13], 0.6666666666666666
[18, 14, 16, 11], 0.6644295302013423
