[0, 0, 0, 0], 0.9071661237785016
[1, 1, 1, 1], 0.8485342019543974
[2, 2, 2, 2], 0.8876221498371335
[3, 3, 3, 3], 0.8859934853420195
[4, 4, 4, 4], 0.8859934853420195
[5, 5, 5, 5], 0.7068403908794788
[6, 6, 6, 6], 0.8566775244299675
[7, 7, 7, 7], 0.8729641693811075
[8, 8, 8, 8], 0.8485342019543974
[9, 9, 9, 9], 0.8697068403908795
[10, 10, 10, 10], 0.5179153094462541
[11, 11, 11, 11], 0.8322475570032574
[12, 12, 12, 12], 0.9087947882736156
[13, 13, 13, 13], 0.8485342019543974
[14, 14, 14, 14], 0.9039087947882736
[15, 15, 15, 15], 0.9413680781758957
[16, 16, 16, 16], 0.8778501628664495
[17, 17, 17, 17], 0.9299674267100977
[18, 18, 18, 18], 0.8859934853420195
[19, 19, 19, 19], 0.8908794788273615
