[[124  26]
 [ 66  84]]
[[138  12]
 [ 82  68]]
[[126  24]
 [ 75  75]]
[[119  31]
 [ 71  79]]
[[140  10]
 [ 89  61]]
[[126  24]
 [ 79  71]]
[[135  15]
 [ 86  64]]
[[141   9]
 [ 92  58]]
[[147   3]
 [ 99  51]]
[[147   3]
 [ 99  51]]
[[139  11]
 [ 94  56]]
[[118  32]
 [ 79  71]]
[[137  13]
 [ 94  56]]
[[139  11]
 [100  50]]
[[143   7]
 [106  44]]
[[141   9]
 [105  45]]
[[142   8]
 [106  44]]
[[129  21]
 [100  50]]
[[141   9]
 [108  42]]
[[140  10]
 [111  39]]
[[140  10]
 [111  39]]
[[143   7]
 [122  28]]
[[145   5]
 [124  26]]
[[146   4]
 [132  18]]
[[147   3]
 [136  14]]
