[[142   8]
 [107  43]]
[[149   1]
 [114  36]]
[[150   0]
 [138  12]]
[[143   7]
 [118  32]]
[[148   2]
 [130  20]]
[[149   1]
 [128  22]]
[[148   2]
 [132  18]]
[[143   7]
 [113  37]]
[[138  12]
 [101  49]]
[[148   2]
 [130  20]]
[[146   4]
 [122  28]]
[[148   2]
 [131  19]]
[[146   4]
 [120  30]]
[[150   0]
 [130  20]]
[[147   3]
 [119  31]]
[[145   5]
 [117  33]]
[[144   6]
 [113  37]]
[[148   2]
 [119  31]]
[[147   3]
 [127  23]]
[[148   2]
 [119  31]]
[[145   5]
 [120  30]]
[[147   3]
 [131  19]]
[[149   1]
 [131  19]]
[[147   3]
 [132  18]]
[[148   2]
 [121  29]]
