[0, 0, 0, 0], 0.7288135593220338
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[3, 3, 3, 3], 0.7247706422018348
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.6960352422907489
[6, 6, 6, 6], 0.7348837209302326
[7, 7, 7, 7], 0.710204081632653
[8, 8, 8, 8], 0.7257383966244726
[9, 9, 9, 9], 0.7136150234741784
[10, 10, 10, 10], 0.7470817120622568
[11, 11, 11, 11], 0.7037037037037037
[12, 12, 12, 12], 0.7242798353909465
[13, 13, 13, 13], 0.6978723404255319
[14, 14, 14, 14], 0.6956521739130435
[15, 15, 15, 15], 0.6779661016949152
[16, 16, 16, 16], 0.648936170212766
[17, 17, 17, 17], 0.7174887892376681
[18, 18, 18, 18], 0.6926829268292682
[19, 19, 19, 19], 0.6728971962616822
