[0, 0, 0, 0], 0.6350646346791395
[1, 1, 1, 1], 0.6155365371955234
[2, 2, 2, 2], 0.6439833180754755
[3, 3, 3, 3], 0.6524892347208582
[4, 4, 4, 4], 0.6532027743778049
[5, 5, 5, 5], 0.67499187479687
[6, 6, 6, 6], 0.6518580186180276
[7, 7, 7, 7], 0.6157688465380773
[8, 8, 8, 8], 0.6678743961352657
[9, 9, 9, 9], 0.6305418719211823
[10, 10, 10, 10], 0.6449911247781195
[11, 11, 11, 11], 0.6279454319966928
[12, 12, 12, 12], 0.6271610613141296
[13, 13, 13, 13], 0.48657545830690707
[14, 14, 14, 14], 0.6659580929243851
[15, 15, 15, 15], 0.6625620105260508
[16, 16, 16, 16], 0.6031746031746033
[17, 17, 17, 17], 0.584
[18, 18, 18, 18], 0.6549223575304444
[19, 19, 19, 19], 0.36844119804790915
