[0, 0, 0, 0], 0.7288135593220338
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[3, 3, 3, 3], 0.7247706422018348
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.7377777777777778
[6, 6, 6, 6], 0.7154471544715447
[7, 7, 7, 7], 0.7109004739336493
[8, 8, 8, 8], 0.7175572519083969
[9, 9, 9, 9], 0.7126436781609196
[10, 10, 10, 10], 0.702928870292887
[11, 11, 11, 11], 0.6827586206896552
[12, 12, 12, 12], 0.7381974248927039
[13, 13, 13, 13], 0.7174887892376681
[14, 14, 14, 14], 0.7302904564315352
[15, 15, 15, 15], 0.7416666666666667
[16, 16, 16, 16], 0.7224669603524229
[17, 17, 17, 17], 0.6688963210702341
[18, 18, 18, 18], 0.7435897435897436
[19, 19, 19, 19], 0.7280701754385965
