[8, 8, 8, 8], 0.9332247557003257
[3, 3, 3, 3], 0.9315960912052117
[1, 1, 1, 1], 0.9283387622149837
[0, 0, 0, 0], 0.9283387622149837
[7, 7, 7, 7], 0.9283387622149837
[2, 2, 2, 2], 0.9250814332247557
[6, 6, 6, 6], 0.9218241042345277
[4, 4, 4, 4], 0.9218241042345277
[9, 9, 9, 9], 0.9218241042345277
[5, 5, 5, 5], 0.9201954397394136
[19, 17, 19, 18], 0.9169381107491856
[13, 19, 10, 12], 0.9104234527687296
[10, 14, 16, 13], 0.9087947882736156
[15, 12, 12, 11], 0.8697068403908795
[17, 15, 15, 16], 0.8680781758957655
[12, 18, 11, 19], 0.8485342019543974
[14, 10, 14, 15], 0.8452768729641694
[16, 11, 17, 10], 0.8452768729641694
[11, 13, 13, 17], 0.8452768729641694
[18, 16, 18, 14], 0.6612377850162866
