[7, 7, 7, 7], 0.7470817120622568
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.7348837209302326
[9, 9, 9, 9], 0.7346938775510204
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[0, 0, 0, 0], 0.7288135593220338
[12, 13, 13, 11], 0.7258687258687259
[6, 6, 6, 6], 0.7257383966244726
[3, 3, 3, 3], 0.7247706422018348
[8, 8, 8, 8], 0.7242798353909465
[10, 11, 18, 13], 0.7206477732793523
[15, 12, 15, 18], 0.7168141592920354
[17, 17, 17, 10], 0.7054545454545454
[19, 10, 16, 19], 0.6943396226415094
[13, 15, 11, 15], 0.6842105263157895
[16, 18, 10, 14], 0.6666666666666666
[11, 14, 19, 12], 0.6666666666666666
[18, 16, 14, 16], 0.6635514018691588
[14, 19, 12, 17], 0.6577777777777778
