[[125  25]
 [ 60  90]]
[[141   9]
 [ 91  59]]
[[130  20]
 [ 86  64]]
[[126  24]
 [ 84  66]]
[[145   5]
 [ 98  52]]
[[145   5]
 [ 98  52]]
[[136  14]
 [ 93  57]]
[[136  14]
 [ 93  57]]
[[143   7]
 [ 99  51]]
[[141   9]
 [ 99  51]]
[[140  10]
 [106  44]]
[[144   6]
 [111  39]]
[[148   2]
 [116  34]]
[[147   3]
 [117  33]]
[[145   5]
 [117  33]]
[[145   5]
 [119  31]]
[[147   3]
 [124  26]]
[[146   4]
 [124  26]]
[[147   3]
 [125  25]]
[[148   2]
 [126  24]]
[[147   3]
 [126  24]]
[[147   3]
 [126  24]]
[[148   2]
 [128  22]]
[[148   2]
 [129  21]]
[[147   3]
 [136  14]]
