[0, 0, 0, 0], 0.9071661237785016
[1, 1, 1, 1], 0.8485342019543974
[2, 2, 2, 2], 0.8876221498371335
[3, 3, 3, 3], 0.8859934853420195
[4, 4, 4, 4], 0.8859934853420195
[5, 5, 5, 5], 0.9283387622149837
[6, 6, 6, 6], 0.9055374592833876
[7, 7, 7, 7], 0.7328990228013029
[8, 8, 8, 8], 0.7768729641693811
[9, 9, 9, 9], 0.8029315960912052
[10, 10, 10, 10], 0.8224755700325733
[11, 11, 11, 11], 0.8843648208469055
[12, 12, 12, 12], 0.7850162866449512
[13, 13, 13, 13], 0.9169381107491856
[14, 14, 14, 14], 0.8778501628664495
[15, 15, 15, 15], 0.7084690553745928
[16, 16, 16, 16], 0.8338762214983714
[17, 17, 17, 17], 0.8876221498371335
[18, 18, 18, 18], 0.8501628664495114
[19, 19, 19, 19], 0.7117263843648208
