[16, 16, 7, 15], 0.9283387622149837
[1, 1, 1, 1], 0.9267100977198697
[0, 0, 0, 0], 0.9234527687296417
[4, 12, 5, 11], 0.9218241042345277
[6, 7, 4, 7], 0.9218241042345277
[5, 10, 9, 6], 0.9201954397394136
[18, 5, 11, 9], 0.9153094462540716
[10, 8, 10, 4], 0.9120521172638436
[3, 2, 3, 2], 0.9120521172638436
[17, 17, 6, 18], 0.9039087947882736
[8, 4, 12, 5], 0.9022801302931596
[7, 15, 15, 17], 0.8941368078175895
[15, 14, 8, 14], 0.8908794788273615
[9, 6, 14, 12], 0.8859934853420195
[12, 18, 13, 13], 0.8794788273615635
[14, 9, 16, 16], 0.8615635179153095
[13, 11, 17, 10], 0.7687296416938111
[2, 3, 2, 3], 0.5781758957654723
[11, 13, 18, 8], 0.3941368078175896
