[9, 8, 8, 9], 0.6843608306821314
[0, 0, 0, 0], 0.67499187479687
[8, 9, 9, 8], 0.6743405395926751
[11, 17, 11, 17], 0.672040162466258
[6, 6, 6, 6], 0.66996699669967
[7, 7, 7, 7], 0.6694711538461539
[5, 5, 5, 4], 0.6688077077478924
[1, 1, 1, 1], 0.6678743961352657
[2, 2, 2, 2], 0.6659580929243851
[4, 4, 4, 5], 0.6631049654305469
[12, 12, 14, 16], 0.6625620105260508
[3, 3, 3, 3], 0.6625620105260508
[15, 15, 17, 18], 0.6453445041247976
[14, 13, 12, 11], 0.6265172735760971
[18, 19, 10, 14], 0.6234089026135422
[13, 18, 18, 19], 0.6101769796512384
[19, 11, 19, 12], 0.589386418565971
[10, 10, 15, 10], 0.5861629881154499
[17, 14, 16, 15], 0.5796553173602353
[16, 16, 13, 13], 0.5776581142434801
