[3, 3, 3, 3], 0.7470817120622568
[1, 1, 1, 1], 0.7445887445887446
[7, 7, 6, 7], 0.7431192660550459
[6, 6, 7, 6], 0.7426160337552743
[14, 10, 10, 18], 0.7401574803149606
[5, 5, 5, 5], 0.7398373983739838
[9, 9, 9, 9], 0.7389558232931727
[8, 8, 8, 8], 0.7359307359307359
[2, 2, 2, 2], 0.7348837209302326
[4, 4, 4, 4], 0.7346938775510204
[0, 0, 0, 0], 0.7330677290836654
[17, 13, 17, 11], 0.7242798353909465
[16, 17, 13, 17], 0.7165354330708661
[10, 14, 12, 16], 0.7105263157894737
[19, 12, 18, 19], 0.6980392156862745
[12, 11, 14, 12], 0.6940298507462687
[11, 19, 19, 14], 0.6820276497695853
[18, 18, 11, 13], 0.6694560669456067
[15, 16, 15, 10], 0.6666666666666666
[13, 15, 16, 15], 0.6421052631578947
