[[226  11]
 [201  36]]
[[216  21]
 [198  39]]
[[207  30]
 [196  41]]
[[208  29]
 [198  39]]
[[217  20]
 [202  35]]
[[213  24]
 [201  36]]
[[208  29]
 [200  37]]
[[217  20]
 [204  33]]
[[202  35]
 [201  36]]
[[201  36]
 [201  36]]
[[221  16]
 [209  28]]
[[202  35]
 [202  35]]
[[211  26]
 [206  31]]
[[211  26]
 [208  29]]
[[215  22]
 [210  27]]
[[213  24]
 [210  27]]
[[214  23]
 [211  26]]
[[206  31]
 [208  29]]
[[204  33]
 [208  29]]
[[200  37]
 [209  28]]
[[208  29]
 [215  22]]
[[206  31]
 [215  22]]
[[217  20]
 [219  18]]
[[205  32]
 [216  21]]
[[204  33]
 [216  21]]
