[7, 7, 7, 7], 0.7470817120622568
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.7348837209302326
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[0, 0, 0, 0], 0.7288135593220338
[6, 6, 6, 6], 0.7257383966244726
[3, 3, 3, 3], 0.7247706422018348
[8, 8, 8, 8], 0.7242798353909465
[9, 9, 9, 9], 0.7174887892376681
[12, 19, 10, 16], 0.7166666666666667
[17, 11, 15, 11], 0.7111111111111111
[16, 17, 19, 13], 0.7063197026022305
[14, 13, 11, 18], 0.6995073891625616
[18, 18, 17, 15], 0.697841726618705
[10, 14, 16, 19], 0.6875
[11, 12, 14, 17], 0.6872852233676976
[15, 15, 18, 14], 0.6666666666666666
[13, 10, 12, 10], 0.6346153846153846
[19, 16, 13, 12], 0.5714285714285714
