[[126  24]
 [ 57  93]]
[[135  15]
 [ 68  82]]
[[136  14]
 [ 69  81]]
[[101  49]
 [ 37 113]]
[[134  16]
 [ 68  82]]
[[136  14]
 [ 70  80]]
[[139  11]
 [ 75  75]]
[[125  25]
 [ 64  86]]
[[125  25]
 [ 64  86]]
[[125  25]
 [ 64  86]]
[[123  27]
 [ 65  85]]
[[123  27]
 [ 65  85]]
[[124  26]
 [ 66  84]]
[[139  11]
 [ 81  69]]
[[139  11]
 [ 81  69]]
[[112  38]
 [ 59  91]]
[[134  16]
 [ 78  72]]
[[131  19]
 [ 76  74]]
[[146   4]
 [ 94  56]]
[[145   5]
 [ 97  53]]
[[141   9]
 [ 98  52]]
[[139  11]
 [ 98  52]]
[[143   7]
 [105  45]]
[[144   6]
 [106  44]]
[[146   4]
 [114  36]]
