[[337 163]
 [128 372]]
[[368 132]
 [160 340]]
[[327 173]
 [129 371]]
[[315 185]
 [117 383]]
[[304 196]
 [106 394]]
[[304 196]
 [106 394]]
[[330 170]
 [136 364]]
[[329 171]
 [138 362]]
[[322 178]
 [134 366]]
[[348 152]
 [161 339]]
[[300 200]
 [113 387]]
[[311 189]
 [126 374]]
[[303 197]
 [119 381]]
[[298 202]
 [114 386]]
[[321 179]
 [139 361]]
[[285 215]
 [100 400]]
[[285 215]
 [100 400]]
[[312 188]
 [135 365]]
[[317 183]
 [145 355]]
[[305 195]
 [133 367]]
[[288 212]
 [120 380]]
[[288 212]
 [120 380]]
[[329 171]
 [165 335]]
[[297 203]
 [132 368]]
[[252 248]
 [ 88 412]]
