[0, 0, 0, 0], 0.7288135593220338
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[3, 3, 3, 3], 0.7247706422018348
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.7053140096618358
[6, 6, 6, 6], 0.6492146596858639
[7, 7, 7, 7], 0.6666666666666666
[8, 8, 8, 8], 0.7538461538461538
[9, 9, 9, 9], 0.6901408450704225
[10, 10, 10, 10], 0.7288888888888889
[11, 11, 11, 11], 0.7523809523809524
[12, 12, 12, 12], 0.6339285714285714
[13, 13, 13, 13], 0.6391752577319587
[14, 14, 14, 14], 0.7457627118644068
[15, 15, 15, 15], 0.6837606837606838
[16, 16, 16, 16], 0.7263681592039801
[17, 17, 17, 17], 0.732824427480916
[18, 18, 18, 18], 0.7014218009478673
[19, 19, 19, 19], 0.7207207207207207
