[[111  39]
 [ 53  97]]
[[141   9]
 [ 84  66]]
[[139  11]
 [ 83  67]]
[[137  13]
 [ 85  65]]
[[138  12]
 [ 96  54]]
[[137  13]
 [101  49]]
[[144   6]
 [107  43]]
[[144   6]
 [109  41]]
[[146   4]
 [116  34]]
[[146   4]
 [116  34]]
[[142   8]
 [116  34]]
[[140  10]
 [117  33]]
[[148   2]
 [121  29]]
[[147   3]
 [124  26]]
[[146   4]
 [127  23]]
[[145   5]
 [129  21]]
[[147   3]
 [130  20]]
[[147   3]
 [130  20]]
[[146   4]
 [132  18]]
[[146   4]
 [132  18]]
[[146   4]
 [133  17]]
[[148   2]
 [134  16]]
[[146   4]
 [135  15]]
[[148   2]
 [136  14]]
[[146   4]
 [136  14]]
