[1, 1, 1, 1], 0.9283387622149837
[8, 13, 19, 10], 0.9087947882736156
[18, 10, 14, 7], 0.9087947882736156
[0, 0, 0, 0], 0.9071661237785016
[2, 2, 2, 2], 0.9055374592833876
[9, 19, 12, 5], 0.9055374592833876
[3, 3, 3, 3], 0.9039087947882736
[14, 16, 6, 6], 0.9039087947882736
[4, 4, 4, 4], 0.9022801302931596
[5, 18, 18, 14], 0.8957654723127035
[12, 5, 5, 12], 0.8908794788273615
[6, 7, 16, 18], 0.8876221498371335
[15, 17, 15, 15], 0.8843648208469055
[13, 11, 9, 13], 0.8811074918566775
[17, 15, 8, 9], 0.8615635179153095
[10, 14, 11, 19], 0.8534201954397395
[19, 8, 7, 16], 0.8452768729641694
[11, 6, 17, 11], 0.8306188925081434
[7, 12, 10, 17], 0.8224755700325733
[16, 9, 13, 8], 0.7019543973941368
