[[124  26]
 [ 66  84]]
[[138  12]
 [ 82  68]]
[[128  22]
 [ 76  74]]
[[126  24]
 [ 75  75]]
[[135  15]
 [ 82  68]]
[[134  16]
 [ 82  68]]
[[119  31]
 [ 71  79]]
[[140  10]
 [ 89  61]]
[[139  11]
 [ 89  61]]
[[145   5]
 [ 97  53]]
[[131  19]
 [ 88  62]]
[[145   5]
 [100  50]]
[[143   7]
 [ 99  51]]
[[143   7]
 [100  50]]
[[140  10]
 [100  50]]
[[144   6]
 [103  47]]
[[144   6]
 [105  45]]
[[144   6]
 [105  45]]
[[145   5]
 [106  44]]
[[141   9]
 [108  42]]
[[145   5]
 [115  35]]
[[144   6]
 [116  34]]
[[146   4]
 [117  33]]
[[146   4]
 [120  30]]
[[149   1]
 [124  26]]
