[[121  29]
 [ 43 107]]
[[124  26]
 [ 48 102]]
[[125  25]
 [ 60  90]]
[[132  18]
 [ 73  77]]
[[131  19]
 [ 75  75]]
[[132  18]
 [ 76  74]]
[[138  12]
 [ 86  64]]
[[122  28]
 [ 79  71]]
[[126  24]
 [ 83  67]]
[[134  16]
 [ 93  57]]
[[131  19]
 [ 92  58]]
[[136  14]
 [ 99  51]]
[[135  15]
 [100  50]]
[[143   7]
 [111  39]]
[[146   4]
 [113  37]]
[[143   7]
 [112  38]]
[[143   7]
 [113  37]]
[[145   5]
 [116  34]]
[[146   4]
 [117  33]]
[[147   3]
 [123  27]]
[[146   4]
 [124  26]]
[[146   4]
 [127  23]]
[[146   4]
 [128  22]]
[[145   5]
 [131  19]]
[[147   3]
 [133  17]]
