[0, 0, 0, 0], 0.7288135593220338
[1, 1, 1, 1], 0.7330677290836654
[2, 2, 2, 2], 0.7327586206896551
[3, 3, 3, 3], 0.7247706422018348
[4, 4, 4, 4], 0.7445887445887446
[5, 5, 5, 5], 0.6734006734006734
[6, 6, 6, 6], 0.7222222222222222
[7, 7, 7, 7], 0.6912442396313364
[8, 8, 8, 8], 0.6831683168316832
[9, 9, 9, 9], 0.717741935483871
[10, 10, 10, 10], 0.7063197026022305
[11, 11, 11, 11], 0.678082191780822
[12, 12, 12, 12], 0.7469879518072289
[13, 13, 13, 13], 0.7058823529411765
[14, 14, 14, 14], 0.7364016736401674
[15, 15, 15, 15], 0.7091633466135459
[16, 16, 16, 16], 0.717741935483871
[17, 17, 17, 17], 0.6824644549763034
[18, 18, 18, 18], 0.6455026455026455
[19, 19, 19, 19], 0.6816143497757847
